rating,title,text,asin,parent_asin,timestamp,verified_purchase,helpful_vote,average_rating,main_category,rating_number,price,categories,features,description,images,user_id,Brand,Material,Capacity,Item Dimensions LxWxH,Special Feature,Product Dimensions,UPC,Scent,Number of Items,Unit Count,Item Volume,Item model number,Brand Name,Item Weight,Package Dimensions,Installation Type,Form Factor,Special Features,Color,Voltage,Shelves,Batteries Included?,Batteries Required?,Number Of Doors,Date First Available,Configuration,Number of Doors,Finish Type,Hair Type,Material Feature,Item Form,Material Type Free,Is Discontinued By Manufacturer,Manufacturer,Liquid Volume,Specialty,Package Information,Power Source,Recommended Uses For Product,Style,Age Range (Description),Included Components,Department,Product Benefits,Mounting Type,Skin Type,Package Type,Size,Pattern,Coverage,Occasion,Is Dishwasher Safe,Skin Tone,Plant or Animal Product Type,Expected Blooming Period,Product Care Instructions,Soil Type,Moisture Needs,Number of Pieces,Fabric Type,Ferrule Material,Extension Length,Closure Type,Use for,Type,Shape,Batteries,Connector Type,Exterior Finish,Thread Type,Item Package Quantity,Wattage,Light Color,Head Type,Battery Description,Water Resistance Level,Shade Material,Theme,Country of Origin,Manufacturer recommended age,Domestic Shipping,International Shipping,Flavor,Embellishment,Allergen Information,Number of Blades,Handle Material,Connectivity Technology,Compatible Devices,Keyboard Description,Item Firmness Description,Is Cordless?,Product Grade,Country/Region Of Origin,Sun Protection,Active Ingredients,Model Info,Part Number,Material Type,Sun Protection Factor,Towel form type,Servings per Container,Dosage Form,Tank Volume,Assembly Required,Surface Recommendation,Compatible Material,Dental Floss Type,Tea Variety,Control Method,Special Ingredients,Language,Model Name,Room Type,Surface Recommendation Ceramic,,"Shape Heart, Flower",Operation Mode,Number of Sets,Bristle Material,Light Source Type,Battery Life,Frame Material,Frame Type,Cartoon Character,Body Shape,Hand Orientation,Blade Material,Number of settings,Inner Material,Head Material,Number of pieces,Assembly required,Finish types,Warranty Description,Batteries required,Fragrance Concentration,Reusability,Surface Recommendation Nail,Shape Oblong,Primary Supplement Type,Full Cure Time,Blade Edge,Auto Shutoff,Wireless Communication Technology,Cable Feature,Specific Uses For Product,Sport,Band Width,Band Color,Band Material Type,Max Temperature Setting,Maximum Rotational Speed,Specification Met,Bottle Nipple Type,Filter Class,Is Electric,Seasons,Other display features,Compatible Phone Models,Heater Surface Material,Base Type,Switch Type,Item Hardness,Screen Size,Screen Surface Description,Shell Type,Handle Type,Number of Drawers,Package Weight,Output Current,Output Voltage,Sheet Count,Number of Compartments,Finish,Runtime,Metal Type,Surface Recommendation nail,Band Size,Bowl Material,Is Microwaveable,Maximum Weight Recommendation,Fill Material,Total USB Ports,Target Audience,Number Of Pockets,Human Interface Input,Wireless Communication Standard,Mounting Type Tabletop Mount,Number of Labels,Special features,Headphones Jack,Contact Material,Terminal,Percentage assay,"Material Leather, Polyvinyl Chloride",Back Style,Seat Material Type,Number of Speeds,Liquid Contents Description,Light Type,Bulb Shape Size,Sterility Rating,Controller Type,Paint Type,Manufacturer Part Number,Ply Rating,Lining Description,Pillow Type,Material Polyethylene,Shape Rectangular,Our Recommended age,Alcohol Content,Grit Number,Occupant Capacity,Orientation,Mounting Type Free Standing,Clarity,Number of Compartments 8,Bristle Type,title_cleaned,text_cleaned
5.0,Better than the more expensive ones,Great for the $$,B07PM1F6LG,B07PM1F6LG,2020-04-06 22:11:15.760,True,0,3.2,All Beauty,117,,[],[],[],[],AG7KPPTBVLOUCAESDHJPBSWOKIGA,Blue Finger,,,,Waterproof,,,,,1.0 Ounce,,,,,4.7 x 1.3 x 1 inches; 0.81 Ounces,,,,,,,,,,,,,,,,,,,,,Waterproof,Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,better than the more expensive ones,great for the 
5.0,Love this Tool!,So easy to use and much easier than a blow dryer and round brush.,B08BXPZRQG,B08BXPZRQG,2021-02-09 18:38:27.332,True,1,4.1,All Beauty,418,,[],[],[],[],AGF4RX3KBQ725XKRAVT2UMT6R3QA,HAUSBELL,Nylon,,,Multifunctional,14 x 4.2 x 3.2 inches; 1.5 Pounds,,,,,,SM-5250,,,,,,,,,,,,,,,,,,,,,,HAUSBELL,,,,Corded Electric,"Straightening, Volumizing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,love this tool,so easy to use and much easier than a blow dryer and round brush
5.0,Perfect for pits!,"I switched to this from Lush Aromat after my pits started stinking towards the end of the day. So far, so good! I think I was using too much in the beginning and it wouldn't wash off, but now that I'm consciously using less, it seems perfect. No more end of day stink!! I have only used the lavender so far, but opened the others up to smell them and I like their earthy smells too. It doesn't smell florally like some other commercial deodorants, so if that's what you're looking for don't buy it.",B01IDLC9BK,B01IDLC9BK,2017-03-11 13:12:09.000,True,1,3.8,All Beauty,41,,[],[],[],[],AH6VFELBD6UAAB62IT7ECYFHPZWQ,Primal Pit Paste,,,,,,611138624053,Lavender,3,3.00 Count,2 Fluid Ounces,,,,5.1 x 5 x 1.7 inches; 1.4 Pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perfect for pits,i switched to this from lush aromat after my pits started stinking towards the end of the day so far so good i think i was using too much in the beginning and it wouldnt wash off but now that im consciously using less it seems perfect no more end of day stink i have only used the lavender so far but opened the others up to smell them and i like their earthy smells too it doesnt smell florally like some other commercial deodorants so if thats what youre looking for dont buy it
2.0,Disappointed,I was highly disappointed that the cap was too big and the wig is missing a clasp for the left side.,B08GBPWRBC,B08GBPWRBC,2020-12-20 04:16:30.881,True,0,2.7,All Beauty,16,,[],[],[],[],AFKX2FH4AUS3IANSPHQK5WYYB6BQ,Wonder Girl,Human Hair,,,,,,,,,,,,,12.6 x 7.87 x 2.76 inches; 9.59 Ounces,,,,,,,,,,,,,,Kinky Straight,,,,,,,,,,,Modern,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disappointed,i was highly disappointed that the cap was too big and the wig is missing a clasp for the left side
3.0,Not bad,The Norelco 1050 shaves a bit closer than my previous Norelco. It is easier to clean.  The one negative is the trimmer.  It only allows you to square your sideburns.  Positioned under the cutters makes it almost impossible to trim other places.  With my previous Norelco I would square up my sideburns with the trimmer perpendicular to my head. I would then shorten the rest of the sideburns with the trimmer close to parallel to my head.  This latter position is impossible with the 1050.,B000PKNPES,B000PKNPES,2008-07-25 12:54:19.000,False,0,4.2,All Beauty,249,,[],"['Flex & Pivot Action: Three independently flexing rotary heads with a 360 degree range of motion to shave perfectly close, even on the neck', 'Triple Track shaving heads offer 50% more shaving surface for a faster and closer shave', 'Dual stainless steel blade system gently lifts hair to cut it comfortably below skin level, for an ultra close shave', 'Battery low indicator and full charge indicator', 'Rinses clean in seconds']","['From the Manufacturer', 'Select the right shaving head for you!Renew for better results series shaving head', 'arc', 'itec', '1050CC', ',', '1060', '1050/1050X', ',', '1090', 'Smart-Touch XL', '9199XL', 'Speed-XL', '8240XL', ',', '8260XLCC', '7310XL', ',', '7340XL', '7810XL', '7400 - 7800', '6940LC', '5400 - 5800', '4000', 'NIVEA FOR MEN Razor', '8020X/33', '8040X/18', '8060X/25', 'HS 800Nivea Shaving conditioner for NIVEA FOR MEN razor 7700', 'HQ 170Shaving lotion for Cool Skin HQ 171Shaving gel for Cool Skin 6700', 'HQ 170Shaving lotion for Cool Skin HQ 171Shaving gel for Cool Skin Cleaningaccessory', 'HQ 200', 'Cleaning solution for JetClean System']",[],AHQPONLWWGD7HFVHBUSQRVEBAWXQ,PHILIPS,,,,,2.4 x 2.2 x 6.2 inches; 0.01 Ounces,075020000958,,,,,1050/1050X,,0.01 Ounces,,,,,Black/Gray,,,,,,,,,,,,,,No,Philips Norelco,,,,Battery Powered,,,,Battery,Shaving and Hair Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not bad,the norelco 1050 shaves a bit closer than my previous norelco it is easier to clean  the one negative is the trimmer  it only allows you to square your sideburns  positioned under the cutters makes it almost impossible to trim other places  with my previous norelco i would square up my sideburns with the trimmer perpendicular to my head i would then shorten the rest of the sideburns with the trimmer close to parallel to my head  this latter position is impossible with the 1050
1.0,"Eh, didn't like it ..",Love the packaging but I wasn't a fan of the product. It made my makeup slide. 😒,B085ZNSK1X,B085ZNSK1X,2021-03-29 00:49:52.911,True,0,4.4,All Beauty,402,9.99,[],[],[],[],AHVJHRH2BM5USXQZM3MGRFM75S2A,Beauty Creations,,,,,,683609852333,,1,1 Fl Oz,,,,,5.3 x 1.6 x 1.1 inches; 1.13 Ounces,,,,,,,,,,,,,,,,,,,,,,Tube,,,,,,,"Exfoliating, Pore Treatment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eh didnt like it ,love the packaging but i wasnt a fan of the product it made my makeup slide 
5.0,Amazing product,This product is amazing!!! I would definitely recommend you to buy. The presentation was just so pretty and the quality of the lashes were very good for this price. They are a bit long but I like it like that.,B07Q43SJLZ,B07Q43SJLZ,2019-09-14 02:17:04.157,True,0,4.4,All Beauty,293,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/412lDvtlD8L._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/412lDvtlD8L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/412lDvtlD8L._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719KTN+tBwL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719KTN+tBwL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/719KTN+tBwL._SL256_.jpg'}, {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71H+1pHQ-FL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71H+1pHQ-FL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71H+1pHQ-FL._SL256_.jpg'}]",AEGR5NBWXVZGM2QDZFQEZF5IGH6Q,ALICROWN HAIR,Fur,,,,,680613003690,,,,,,,,6.5 x 6.5 x 0.6 inches; 1.59 Ounces,,,,,,,,,,,,,,,Cruelty Free,Pair,,,,,,,,,,,,,,Eyelash Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amazing product,this product is amazing i would definitely recommend you to buy the presentation was just so pretty and the quality of the lashes were very good for this price they are a bit long but i like it like that
5.0,You really need this in your life.,"I really like this product a a lot.I used it on my eyelashes and eyebrows. The reason I used it on my eyebrows is because I over tweezed them. Within a few weeks I noticed a difference. My lashes are a little thicker , my eyebrows are awesome..  This is definitely a product that I will buy again. I love this stuff.",B011JG1K3E,B011JG1K3E,2016-05-13 16:16:59.000,False,0,3.1,All Beauty,560,,[],[],[],[],AFPCTVYL6LZNWZVB2GJHLS7SQU6A,Uptown Cosmeceuticals,,,,,,685987989168,,,1.00 Count,,,,,5 x 3 x 0.7 inches; 0.35 Ounces,,,,Multicolor,,,,,,,,,,,,,,,RightChoiceMarket,,,,,,,,,,,,All,Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you really need this in your life,i really like this product a a loti used it on my eyelashes and eyebrows the reason i used it on my eyebrows is because i over tweezed them within a few weeks i noticed a difference my lashes are a little thicker  my eyebrows are awesome  this is definitely a product that i will buy again i love this stuff
5.0,SUPER Cute!,My nieces will LOVE these.  Pretty prints.  Simple to use.  Great value.,B08R66ZN2Z,B08R66ZN2Z,2021-09-18 08:06:49.293,False,0,3.9,All Beauty,14,,[],[],[],[],AG4UPQARKDXWZ3TYAQ3SYECUQBUQ,OSNIE,Acrylonitrile Butadiene Styrene,,,,,,,,,,,,,9.21 x 9.06 x 2.6 inches; 1.76 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Piece Set,"rainbow, mermaid, unicorn",Full Well Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,super cute,my nieces will love these  pretty prints  simple to use  great value
4.0,Worked fine,These hair bands were great. I gave my niece two and kept two for myself.  They worked for both of us. I thought they were decent quality for the price.,B09XJX2Q6P,B09XJX2Q6P,2022-07-06 03:10:11.459,True,0,4.3,All Beauty,12,,[],[],[],[],AEFUTN7CZWP6FSJGTW4IRF7U35QA,,Faux pearl,,,,,,,4,,,,,,6.26 x 6.14 x 0.94 inches; 2.4 Ounces,,,,White,,,,,,,,,,,,,,,,,,,,,,Adult,,,,,,,,,,Wedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worked fine,these hair bands were great i gave my niece two and kept two for myself  they worked for both of us i thought they were decent quality for the price
2.0,Not like the picture,Not at all like the picture. There are three nails that are emerald green like the picture and the rest are a yellow-toned puke green. Pretty disappointed.,B0813S4WGW,B0813S4WGW,2020-12-22 03:39:57.086,True,0,3.8,All Beauty,14,,[],[],[],[],AFYI5ADZHGD657JYQ6PST42QXLZQ,Fdesigner,Acrylic,,,,,825404445345,,,,,,,,5.7 x 3.2 x 0.6 inches; 2.4 Ounces,,,,,,,,,,,,,,,,Gel,,,,,,,,,,,,,,,,,Medium,,Full Well Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not like the picture,not at all like the picture there are three nails that are emerald green like the picture and the rest are a yellowtoned puke green pretty disappointed
5.0,Five Stars,Loved it!!!,B00NZ61DQQ,B00NZ61DQQ,2015-06-19 17:09:55.000,True,0,3.3,All Beauty,29,,[],[],[],[],AECUY2X7JSR6FAYFGPMNDQEM4ZFQ,,,,,,,,,,,,,,,9.5 x 7 x 2.4 inches; 10.4 Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,loved it
5.0,Five Stars,Worked well and I want some more.,B00R21B900,B00R21B900,2017-01-04 16:32:23.000,True,0,4.0,All Beauty,15,,[],[],[],[],AHRWNLSKQHSPRG5A7HCVWQNZLROA,,Plastic,,,,,,,,6.0 Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard Packaging,,Solid,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,worked well and i want some more
5.0,Well recommended,In love with this lashes these lashes are very easy to apply. They are very light and natural-looking. The adhesive has a nice grip...its white so it does leave a little residue. Well recommended,B09492CMFF,B09492CMFF,2021-05-31 17:12:14.364,True,0,4.5,All Beauty,4,,[],[],[],[],AGJZA5MIOHZTCPTYASQ3HGOMCXJA,Eefofnn,Cotton,,,,,,,,,,,,,3.35 x 3.31 x 0.75 inches; 0.63 Ounces,,,,,,,,,,,,,,,Gluten Free,Individual,,,,,,,,,,,,,,Eyelash Glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well recommended,in love with this lashes these lashes are very easy to apply they are very light and naturallooking the adhesive has a nice gripits white so it does leave a little residue well recommended
5.0,Great,Love this stuff.  No greasy feel.  Washes off easily.  No orange streaks if applied evenly,B07PNZ3CT2,B07PNZ3CT2,2020-01-24 12:52:46.615,True,0,3.7,All Beauty,10,,[],[],['Australian Gold Gradual Sunless Lotion - Medium Dark - 6oz'],[],AEZ2K6KVYXM4VOMJESPBDZHU7ODA,Australian Gold,,,,,,054402280829,,,,,,,6 Ounces,,,,,,,,,,,,,,,,,Lotion,,,,,,,,,,,,,,,All,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,great,love this stuff  no greasy feel  washes off easily  no orange streaks if applied evenly
5.0,Can't see the glue!,"Great lashes, and you can't see the glue with the lashes on! Will buy again from the seller, great product! Love these lashes!",B07V6F1TK2,B07V6F1TK2,2019-11-19 02:52:56.790,True,0,3.9,All Beauty,1210,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61MzSFCLKbL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61MzSFCLKbL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61MzSFCLKbL._SL256_.jpg'}]",AEIOCVTVIX7NXHUWLIQBIGH4VL5A,Newcally,Faux Mink,,5 x 5 x 0.7 inches,,5 x 5 x 0.7 inches; 0.63 Ounces,797805590323,,,,,,,,,,,,,,,,,,,,,,,Latex Free,Pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cant see the glue,great lashes and you cant see the glue with the lashes on will buy again from the seller great product love these lashes
5.0,This is great stuff! Really enables me to control my hair ...,This is great stuff!  Really enables me to control my hair and give it texture without it feeling hard or crunchy.,B01E909A4S,B01E909A4S,2016-09-19 23:24:34.000,True,0,4.5,All Beauty,7,,[],"['Medium Hold', 'Matte Fiber', 'Natural Hold', 'Beeswax Base', 'Contents: 4 ounces']",[],[],AFYXL6QFOCR7FSDUVAVPM72AZWBA,IKHISHI,,,,,,,Matte Fibre,1,,,,,,2.9 x 2.8 x 1.8 inches; 5.6 Ounces,,,,,,,,,,,,,,,,Clay,,No,,4 Fluid Ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this is great stuff really enables me to control my hair ,this is great stuff  really enables me to control my hair and give it texture without it feeling hard or crunchy
1.0,Not eligible to return or replace.,The natural brown has a more reddish tint to it. Definitely not the right color. This item is ineligible for returns or replacement so I just wasted my money. Kinda sucks...,B09GK4RYBB,B09GK4RYBB,2021-11-08 06:43:04.067,True,0,3.0,All Beauty,218,,[],[],[],[],AGBARE6QEUVKDUG3L7Y3JF7ABHXA,HSKIE,,,,Waterproof,,,,,,,,,,4 x 2 x 1.25 inches; 1.59 Ounces,,,,,,,,,,,,,Natural,,,Powder,,,,,,,,,,,,,Waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not eligible to return or replace,the natural brown has a more reddish tint to it definitely not the right color this item is ineligible for returns or replacement so i just wasted my money kinda sucks
5.0,"Smells Wonderful, and a Little Goes a Long Way","I'm so glad I purchased this dried lavender.  I've used it in both my cold processed soap and bath bombs.  It smells wonderful!  And because I don't like to add fragrances beyond the essential oils I use, a little bit enhances both the scent and beauty of my product.  There is only the slightest bit of non-bud pieces (i.e. tiny bits of stem), but, even when I dried the lavender from my garden, these tiny pieces were unavoidable.  I look forward to trying other products from this supplier.",B005DJIEFQ,B005DJIEFQ,2018-01-21 04:54:17.629,True,0,4.5,All Beauty,393,6.8,[],"['Contains 1 packet (1oz.) of Lavender.', 'Dried Herb Lavender Flower Buds']",[],[],AHBTNPL4FMYG4IK6RKGG7FLOBZDA,Soap Factory,,,,,,,,,1 count,,,,,,,,,Purple,,,,,,,,,,,Certified Organic,,,,,,,,,,,,,,,,,,,,,,,,Lavender,"Winter, Spring to Summer",water,Sandy Soil,Moderate Watering,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smells wonderful and a little goes a long way,im so glad i purchased this dried lavender  ive used it in both my cold processed soap and bath bombs  it smells wonderful  and because i dont like to add fragrances beyond the essential oils i use a little bit enhances both the scent and beauty of my product  there is only the slightest bit of nonbud pieces ie tiny bits of stem but even when i dried the lavender from my garden these tiny pieces were unavoidable  i look forward to trying other products from this supplier
5.0,Five Stars,Loved it. Really pretty.,B01MZBBF19,B01MZBBF19,2017-10-01 23:54:26.335,True,2,4.4,All Beauty,63,,[],[],[],"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SaL+FWVwL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SaL+FWVwL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SaL+FWVwL._SL256_.jpg'}]",AHRLIIFHLSIWJQEE7LTG324CVL3Q,,,,,,,714559160718,,1,,,WHUS-headbands-61-gold,,,11 x 9 x 0.7 inches; 0.64 Ounces,,,,Gold,,,,,,,,,,,,,,No,,,,,,,,Adult,,,,,,,,,,"Wedding, Birthday",,,,,,,,,Sequins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,five stars,loved it really pretty
5.0,It's bigger than expected and the brush seems well made ...,It's bigger than expected and the brush seems well made in that there is no shedding of the hairs.,B071Z427FB,B071Z427FB,2018-04-12 02:38:38.662,True,0,3.9,All Beauty,46,,[],[],[],[],AFT2U5NKPOWG6O2QREZUZ6JXME4Q,DOITOP,,,,,,,,,,,,,,5.12 x 3.58 x 0.31 inches; 0.63 Ounces,,,,,,,,,,,,,,,,Wand,,No,,,,,,,,Adult,,,,,All,,,,,,,All,,,,,,1,,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,its bigger than expected and the brush seems well made ,its bigger than expected and the brush seems well made in that there is no shedding of the hairs
